GTIN Code;GTIN Name;GPC Segmentation Code;GPC Brick Code;GPC Class Code;GPC Family Code;GTIN Image;Brand Code;Brand;Brand Image;Brand Link;Brand Owner;Brand Owner Code;Brand Owner Link;Brand Owner Wikipedia Link;Brand Owner Image;GCP Code;GLN Code;Logistical Owner (GLN);GLN Country ISO Code;GLN City;GLN Postal Code;GLN Address2;GLN Address3;GLN Address4;GLN Last Change;GLN Return Code;Number of Units;Package Type Code;Package Type Name;Weight (g);Weight (oz);Volume (ml);Volume (fl oz);Alcohol by Volume;Alcohol by Weight;Registration;Registration Country ISO Code;Ingredients;SERV_SIZE_G;SERV_SIZE_ML;SERV_CT;CAL;CAL_FROM_FAT;TOT_FAT_G;TOT_FAT_DV;SAT_FAT_G;SAT_FAT_DV;TRANS_FAT_G;CHOL_MG;CHOL_DV;SOD_MG;SOD_DV;POT_MG;POT_DV;TOT_CARB_G;TOT_CARB_DV;DIET_FIBER_G;DIET_FIBER_DV;SUGARS_G;PROTEIN_G;VITAMIN_A;VITAMIN_C;CALCIUM;IRON
0836093011070;Juice Apple;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093011070.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609301;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;1;;;;;;8.4;;;GS1 US;US;PURE JUICE MADE FROM APPLE,WHITE GRAPE AND ACEROLA JUICE CONCENTRATES,SPARKLING WATER,NATURAL FLAVOR,CITRIC ACID,ASCORBIC ACID (VITAMIN C),NIACINAMIDE,PYRIDOXINE HYDROCHLORIDE (VITAMIN B6);0.0;250.0;1.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;23.0;8.0;0.0;0.0;21.0;0.0;0;30.0;0.0;0.0
0836093011087;Juice Pomegranate;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093011087.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609301;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;1;;;;;;8.4;;;GS1 US;US;PURE JUICE MADE FROM APPLE,WHITE GRAPE,CLARIFIED PINEAPPLE,CRANBERRY,POMEGRANATE AND ACEROLA JUICE CONCENTRATES,SPARKLING WATER,NATURAL FLAVOR,CITRIC ACID,FRUIT AND VEGETABLE JUICE (COLOR),ASCORBIC ACID (VITAMIN C),NIACINAMIDE,PYRIDOXINE HYDROCHLORIDE (VITAMIN B6);0.0;250.0;1.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;1.0;0.0;0.0;22.0;7.0;0.0;0.0;18.0;0.0;0;30.0;0.0;0.0
0836093012022;Juice Blackberry;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093012022.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609301;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;4;;;;;;8.4;;;GS1 US;US;PURE JUICE MADE FROM APPLE,WHITE GRAPE,BLACKBERRY,RASPBERRY AND ACEROLA JUICE CONCENTRATES,SPARKLING WATER,CITRIC ACID,NATURAL FLAVOR,RED GRAPE JUICE CONCENTRATE (COLOR),ASCORBIC ACID (VITAMIN C),NIACINAMIDE,PYRIDOXINE HYDROCHLORIDE (VITAMIN B6).;0.0;250.0;1.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;1.0;0.0;0.0;22.0;7.0;0.0;0.0;20.0;0.0;0;30.0;0.0;0.0
0836093014057;Juice Clementine;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093014057.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609301;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;12;;;;;;8.4;;;GS1 US;US;PURE JUICE MADE FROM APPLE,WHITE GRAPE,ORANGE,CLEMENTINE AND ACEROLA JUICE CONCENTRATES,SPARKLING WATER,CITRIC ACID,GUM ARABIC,NATURAL FLAVOR,BETA CAROTENE (COLOR),ASCORBIC ACID (VITAMIN C),NIACINAMIDE,PYRIDOXINE HYDROCHLORIDE (VITAMIN B6);0.0;250.0;1.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;21.0;7.0;0.0;0.0;19.0;0.0;0;30.0;0.0;0.0
0836093021024;Juice Blackberry;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093021024.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609302;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;1;;;;;;16.0;;;GS1 US;US;PURE JUICE MADE FROM APPLE,WHITE GRAPE,BLACKBERRY AND RASPBERRY JUICE CONCENTRATES,SPARKLING WATER,CITRIC ACID,NATURAL FLAVOR,RED GRAPE JUICE CONCENTRATE (COLOR);0.0;480.0;1.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;1.0;0.0;0.0;41.0;14.0;0.0;0.0;39.0;0.0;0;0.0;0.0;0.0
0836093516087;Juice Birch;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093516087.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609351;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;4;;;;;;12.0;;;GS1 US;US;SPARKLING WATER,SUGAR,NATURAL FLAVOR,NATURAL APPLE EXTRACT (COLOR),CITRIC ACID,BIRCH OIL;0.0;360.0;1.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;1.0;0.0;0.0;29.0;10.0;0.0;0.0;29.0;0.0;0;0.0;0.0;0.0
0857063002065;Chicken Pad Thai;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002065.jpg;MEJZBY;Saffron Road;http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg;http://www.saffronroadfood.com;;;;;;0857063002;0857063002003;American Halal;US;Stamford;06905;1177 Summer St;;CT;;0;1;;;;11.0;;;;;GS1 US;US;Cooked Rice Noodles (Water,Rice Flour),Sauce (Evaporated Cane Juice,Water,Tomato Paste [Tomatoes,Citric Acid],Peanut Butter [Roasted Peanuts],Organic Tamari Sauce [Water,Organic Soybeans,Salt],Vinegar,Vegetable Base [Dehydrated Vegetables including Onion,Tomato,Sweet Corn,Carrot,Celery,Pumpkin,Carrot Juice,Bell Pepper,Green Leek and Garlic;  Sea Salt,Sugar,Yeast Extract,Corn Oil,Spices and Extractives of Celery,Onion and Garlic],Cornstarch,Red Pepper),Chicken (Chicken Breast,Water,Expeller Pressed Canola Oil,Cornstarch,Garlic),Carrots,Scallions,Peanuts. Contains Peanuts,Soy.;312.0;0.0;1.0;450.0;70.0;8.0;12.0;2.0;10.0;0.0;40.0;13.0;690.0;29.0;0.0;0.0;60.0;20.0;3.0;12.0;24.0;21.0;40;4.0;6.0;15.0
0857063002102;Macaroni & Cheese;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002102.jpg;MEJZBY;Saffron Road;http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg;http://www.saffronroadfood.com;;;;;;0857063002;0857063002003;American Halal;US;Stamford;06905;1177 Summer St;;CT;;0;1;;;;11.0;;;;;GS1 US;US;Deboles® Organic Jerusalem Artichoke Pasta (Organic Durum Wheat Semolina,Organic Jerusalem Artichoke Flour,Water),Wisconsin Yellow Sharp Cheese (Fresh Pasteurized Milk,Cheese Cultures,Salt,Enzymes,Annatto)*,rBST-Free Milk,rBST-Free Unsalted Butter,Unbleached Unbromated Wheat Flour (Wheat Flour,Niacin,Rreduced Iron,Thiamin Mononitrate,Riboflavin,Folic Acid),Olive Oil,Parmesan Cheese (Cultured Milk,Enzymes,Salt)*,Onions,Sea Salt,Garlic,Bay Leaves,Tabasco ® Hot Sauce (Distilled Vinegar,Aged Red Peppers,Salt),Black Pepper.*CHEESES CONTAIN NO ANIMAL RENNET AND ARE MADE FROM rBST-FREE MILK. Contains Milk,wheat.;156.0;0.0;2.0;260.0;110.0;13.0;20.0;7.0;34.0;0.0;30.0;10.0;260.0;11.0;125.0;4.0;26.0;9.0;1.0;4.0;3.0;10.0;6;0.0;20.0;6.0
0857063002126;Manchurian Dumplings;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002126.jpg;MEJZBY;Saffron Road;http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg;http://www.saffronroadfood.com;;;;;;0857063002;0857063002003;American Halal;US;Stamford;06905;1177 Summer St;;CT;;0;1;;;;11.0;;;;;GS1 US;US;Rice (Basmati Rice,Water,Expeller-Pressed Canola Oil,Ginger,Garlic),Manchurian Sauce (Water,Onions,Tomato Paste [Tomatoes,Citric Acid],Mushrooms,Expeller-Pressed Canola Oil,Gluten-Free Soy Sauce Flavor [Water,Soybeans,Salt,Natural Flavor],Green Bell Peppers,Vinegar,Ginger,Garlic,Cane Sugar,Fresh Cilantro,Bay Leaf,Pure Sesame Oil,Sea Salt,Green Chilies,Crushed Red Pepper),Dumplings (Rice Flour,Cauliflower,Carrots,Cabbage,Green Bell Peppers,Green Beans,Onions,Garlic,Ginger,Fresh Green Onions,Green Chilies,Expeller-Pressed Canola Oil,Gluten-Free Soy Sauce Flavor [Water,Soybeans,Salt,Natural Flavor],Vinegar,Black Pepper,Crushed Red Pepper).;312.0;0.0;1.0;340.0;100.0;11.0;17.0;1.0;6.0;0.0;0.0;0.0;690.0;29.0;200.0;6.0;50.0;17.0;2.0;8.0;5.0;6.0;15;50.0;4.0;6.0
0857063002140;Thai Basil Chili w/ Tofu;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002140.jpg;MEJZBY;Saffron Road;http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg;http://www.saffronroadfood.com;;;;;;0857063002;0857063002003;American Halal;US;Stamford;06905;1177 Summer St;;CT;;0;1;;;;11.0;;;;;GS1 US;US;Rice (Basmati Rice,Water,Expeller-Pressed Canola Oil,Ginger,Garlic),Organic Firm Tofu (Water,Organic Soybeans,Citric Acid,Calcium Chloride),Zucchini,Water,Mushrooms,Baby Corn,Red Bell Peppers,Carrots,Coconut Milk (Coconut Milk,Water,Guar Gum),Onions,Expeller-Pressed Canola Oil,Gluten-Free Soy Sauce Flavor (Water,Soybeans,Salt,Natural Flavor),Fresh Garlic,Lime Juice,Red Chili Paste (Vinegar,Water,Red Pepper),Cane Sugar,Rice Flour,Fresh Thai Basil,Fresh Mint Leaves,Fresh Thai Green Chilies. Contains: Soy,Coconut.;312.0;0.0;1.0;360.0;130.0;15.0;23.0;3.0;16.0;0.0;0.0;0.0;450.0;19.0;430.0;12.0;47.0;16.0;5.0;18.0;5.0;12.0;20;35.0;15.0;15.0
0857063002157;Chana Saag;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002157.jpg;MEJZBY;Saffron Road;http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg;http://www.saffronroadfood.com;;;;;;0857063002;0857063002003;American Halal;US;Stamford;06905;1177 Summer St;;CT;;0;1;;;;11.0;;;;;GS1 US;US;Chana Saag: Spinach,Organic Chickpeas,Water,Diced Tomatoes (Diced Tomatoes,Tomato Juice,Salt,Calcium Chloride,Natural Citric Acid),Onions,Organic Cream,Tomato Puree (Tomato Concentrate [Water,Tomato Paste],Natural Citric Acid),Expeller Pressed Canola Oil,Fresh Garlic,Fresh Ginger,Spices,Sea Salt. Cumin Basmati Rice: Water,Basmati Rice,Cumin Seeds,Expeller Pressed Canola Oil,Garlic,Ginger. Contains : Milk;312.0;0.0;1.0;420.0;60.0;7.0;11.0;1.5;8.0;0.0;5.0;2.0;590.0;25.0;0.0;0.0;78.0;26.0;8.0;32.0;4.0;12.0;90;15.0;15.0;25.0
0029000075375;Peanuts Heat;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-002/0029000075375.jpg;P7IQL7;Planters;http://product.okfn.org.s3.amazonaws.com/images/brand/P7IQL7.jpg;http://www.planters.com;Kraft Foods;000003;http://www.kraftfoodscompany.com;http://en.wikipedia.org/wiki/Kraft_Foods;http://product.okfn.org.s3.amazonaws.com/images/group/000003.jpg;0029000;0041281000006;Nabisco Food Company;US;Parsippany;07054-0311;7 Campus Drive;;NJ;;0;1;;;;1.75;;;;;GS1 US;US;PEANUTS,PEANUT AND/OR COTTONSEED OIL,SEA SALT,DEXTROSE,DRIED CHILI PEPPERS,YELLOW CORN FLOUR,MONOSODIUM GLUTAMATE (FLAVOR ENHANCER),DRIED ONIONS,SPICES,DRIED TOMATOES,DRIED GARLIC,PAPRIKA EXTRACT (VEGETABLE COLOR). CONTAINS: PEANUT. MANUFACTURED ON EQUIPMENT THAT PROCESSES TREE NUTS.;49.0;0.0;1.0;290.0;220.0;25.0;38.0;3.5;18.0;0.0;0.0;0.0;300.0;13.0;0.0;0.0;9.0;3.0;4.0;16.0;5.0;12.0;0;0.0;4.0;15.0
0033383000015;Red Delicious WAXF 2 1/2\ 3lb;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383000015.jpg;8RB56Z;Washington Fruit & Produce Co.;http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg;http://www.washfruit.com;;;;;;0033383;0033383000008;Produce Marketing Association Inc.;US;Newark;19714-6036;P.O. Box 6036;;DE;;0;1;;;1360.0;233.0;;;;;GS1 US;US;Apple;242.0;0.0;1.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;260.0;7.0;34.0;11.0;5.0;20.0;25.0;1.0;2;8.0;2.0;4.0
0033383007014;Fuji WAXF 2 1/2\ 3lb;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383007014.jpg;8RB56Z;Washington Fruit & Produce Co.;http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg;http://www.washfruit.com;;;;;;0033383;0033383000008;Produce Marketing Association Inc.;US;Newark;19714-6036;P.O. Box 6036;;DE;;0;1;;;1360.0;233.0;;;;;GS1 US;US;Apple;242.0;0.0;1.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;260.0;7.0;34.0;11.0;5.0;20.0;25.0;1.0;2;8.0;2.0;4.0
0033383007045;Fuji WAXF 2 1/4\ 3lb;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383007045.jpg;8RB56Z;Washington Fruit & Produce Co.;http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg;http://www.washfruit.com;;;;;;0033383;0033383000008;Produce Marketing Association Inc.;US;Newark;19714-6036;P.O. Box 6036;;DE;;0;1;;;1360.0;233.0;;;;;GS1 US;US;Apple;242.0;0.0;1.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;260.0;7.0;34.0;11.0;5.0;20.0;25.0;1.0;2;8.0;2.0;4.0
0033383310640;Dark Sweet 2 Lb;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383310640.jpg;8RB56Z;Washington Fruit & Produce Co.;http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg;http://www.washfruit.com;;;;;;0033383;0033383000008;Produce Marketing Association Inc.;US;Newark;19714-6036;P.O. Box 6036;;DE;;0;1;;;907.0;155.0;;;;;GS1 US;US;Cherry;140.0;0.0;1.0;90.0;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;300.0;9.0;22.0;7.0;3.0;12.0;19.0;2.0;2;15.0;2.0;2.0
0039400016700;Butter Beans Baby;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400016700.jpg;D13UVY;Bush's best;http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg;http://www.bushbeans.com;;;;;;0039400;0039400000006;Bush Brothers and Company;US;Knoxville;37950;P.O. Box 52330;;TN;;0;1;;;454.0;16.0;;;;;GS1 US;US;;130.0;0.0;1.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;470.0;20.0;330.0;9.0;21.0;7.0;5.0;20.0;1.0;6.0;0;0.0;6.0;10.0
0039400018919;Refried Beans Traditional;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400018919.jpg;D13UVY;Bush's best;http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg;http://www.bushbeans.com;;;;;;0039400;0039400000006;Bush Brothers and Company;US;Knoxville;37950;P.O. Box 52330;;TN;;0;1;;;;16.0;;;;;GS1 US;US;;125.0;0.0;1.0;150.0;25.0;3.0;5.0;1.0;5.0;0.0;0.0;0.0;480.0;20.0;510.0;15.0;24.0;8.0;7.0;28.0;0.0;9.0;0;0.0;6.0;15.0
0039400019169;Steakhouse Recipe;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400019169.jpg;D13UVY;Bush's best;http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg;http://www.bushbeans.com;;;;;;0039400;0039400000006;Bush Brothers and Company;US;Knoxville;37950;P.O. Box 52330;;TN;;0;1;;;624.0;22.0;;;;;GS1 US;US;;130.0;0.0;1.0;180.0;5.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;510.0;21.0;0.0;0.0;39.0;13.0;5.0;20.0;21.0;6.0;0;0.0;6.0;4.0
0039400019220;Sweet Mesquite;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400019220.jpg;D13UVY;Bush's best;http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg;http://www.bushbeans.com;;;;;;0039400;0039400000006;Bush Brothers and Company;US;Knoxville;37950;P.O. Box 52330;;TN;;0;1;;;624.0;22.0;;;;;GS1 US;US;;130.0;0.0;1.0;160.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;450.0;19.0;0.0;0.0;32.0;11.0;5.0;20.0;13.0;6.0;0;0.0;6.0;10.0
0039400019541;Boston Recipe Baked Beans;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400019541.jpg;D13UVY;Bush's best;http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg;http://www.bushbeans.com;;;;;;0039400;0039400000006;Bush Brothers and Company;US;Knoxville;37950;P.O. Box 52330;;TN;;0;1;;;;16.0;;;;;GS1 US;US;;130.0;0.0;1.0;150.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;440.0;18.0;0.0;0.0;31.0;10.0;5.0;20.0;11.0;6.0;0;0.0;8.0;25.0
0045587531103;Banana Nectar;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-004/0045587531103.jpg;FCKJ3R;Looza;http://product.okfn.org.s3.amazonaws.com/images/brand/FCKJ3R.jpg;http://www.looza.be;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;0045587;0045587000005;Frito-Lay Trading Company GmbH;CH;Ch 3011 Bern;;Spitalgasse 2;;;;0;1;;;;;;33.8;;;GS1 US;US;WATER,BANANA PUREE CONCENTRATE,NATURAL FLAVOR,CITRIC ACID,SUGAR;0.0;240.0;4.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;36.0;12.0;3.0;10.0;36.0;0.0;0;0.0;0.0;0.0
0073410005002;Brick Oven Premium White;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410005002.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;;32.0;;;;;GS1 US;US;UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,SUGAR,YEAST,SOYBEAN OIL,SALT,MONOGLYCERIDES,WHEAT GLUTEN,CALCIUM PROPIONATE (PRESERVATIVE),CALCIUM SULFATE,DATEM,NATURAL FLAVOR,SOY LECITHIN,AZODICARBONAMIDE.;33.0;0.0;17.0;90.0;15.0;1.5;2.0;0.0;0.0;0.0;0.0;0.0;190.0;8.0;0.0;0.0;17.0;6.0;0.99;3.0;3.0;3.0;0;0.0;4.0;6.0
0073410013090;Nutty Almond;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013090.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;680.0;24.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,WATER,UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],SUGAR,FLAXSEED,BULGUR WHEAT,WHEAT GLUTEN,YEAST,ALMONDS (NUTS),MOLASSES,HAZELNUTS (FILBERTS),SOYBEAN OIL,SALT,SESAME SEEDS,CALCIUM PROPIONATE (PRESERVATIVE),MONO- AND DIGLYCERIDES,DATEM AND/OR SODIUM STEAROYL LACTYLATE,GRAIN VINEGAR,CALCIUM SULFATE,CARAMEL COLOR,NATURAL BLACK WALNUT FLAVOR,SOY LECITHIN,CITRIC ACID,WHEY,SOY FLOUR,NONFAT MILK;43.0;0.0;16.0;130.0;25.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;150.0;6.0;0.0;0.0;21.0;7.0;2.0;8.0;5.0;5.0;0;0.0;6.0;8.0
0073410042007;Pumpernickel Rye;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410042007.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;454.0;16.0;;;;;GS1 US;US;UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,RYE FLOUR,RYE MEAL,YEAST,CARAMEL COLOR,SALT,SUGAR,SOYBEAN OIL,GROUND CARAWAY,WHEAT GLUTEN,CORN FLOUR,MONO- AND DIGLYCERIDES,PRESERVATIVES (CALCIUM PROPIONATE,SODIUM PROPIONATE),DATEM,GRAIN VINEGAR,MALIC ACID,CALCIUM SULFATE,SOY FLOUR,ETHOXYLATED MONO- AND DIGLYCERIDES,ACETIC ACID,MONOCALCIUM PHOSPHATE,LACTIC ACID,SOY LECITHIN,NATURAL & ARTIFICIAL FLAVORS,POLYSORBATE 60,CALCIUM CARBONATE,PHOSPHORIC ACID.;30.0;0.0;15.0;80.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;220.0;9.0;0.0;0.0;15.0;5.0;0.99;3.0;1.0;2.0;0;0.0;4.0;4.0
0073410134160;Pocket Thins Flatbread Italian Herb;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410134160.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;333.0;11.75;;;;;GS1 US;US;UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,WHOLE WHITE WHEAT FLOUR,CELLULOSE FIBER,WHEAT GLUTEN,YEAST,SUGAR,SOYBEAN AND/OR CANOLA OIL,POLYDEXTROSE,SALT,PRESERVATIVES (CALCIUM PROPIONATE,SORBIC ACID),GUAR GUM,MONOGLYCERIDES,HERBS (ROSEMARY,BASIL,PARSLEY),MALTODEXTRIN,MODIFIED CORNSTARCH,EXTRA VIRGIN OLIVE OIL,CITRIC ACID,NATURAL FLAVOR,REB A (NATURAL STEVIA LEAF SWEETENER),SOY LECITHIN,SOY FLOUR.;42.0;0.0;8.0;100.0;15.0;1.5;2.0;0.0;0.0;0.0;0.0;0.0;200.0;8.0;0.0;0.0;20.0;7.0;5.0;20.0;1.0;5.0;0;0.0;4.0;6.0
