GTIN Code;GTIN Name;GPC Segmentation Code;GPC Brick Code;GPC Class Code;GPC Family Code;GTIN Image;Brand Code;Brand;Brand Image;Brand Link;Brand Owner;Brand Owner Code;Brand Owner Link;Brand Owner Wikipedia Link;Brand Owner Image;GCP Code;GLN Code;Logistical Owner (GLN);GLN Country ISO Code;GLN City;GLN Postal Code;GLN Address2;GLN Address3;GLN Address4;GLN Last Change;GLN Return Code;Number of Units;Package Type Code;Package Type Name;Weight (g);Weight (oz);Volume (ml);Volume (fl oz);Alcohol by Volume;Alcohol by Weight;Registration;Registration Country ISO Code;Ingredients;SERV_SIZE_G;SERV_SIZE_ML;SERV_CT;CAL;CAL_FROM_FAT;TOT_FAT_G;TOT_FAT_DV;SAT_FAT_G;SAT_FAT_DV;TRANS_FAT_G;CHOL_MG;CHOL_DV;SOD_MG;SOD_DV;POT_MG;POT_DV;TOT_CARB_G;TOT_CARB_DV;DIET_FIBER_G;DIET_FIBER_DV;SUGARS_G;PROTEIN_G;VITAMIN_A;VITAMIN_C;CALCIUM;IRON
0857063002249;Chicken Tikka Masala;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002249.jpg;MEJZBY;Saffron Road;http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg;http://www.saffronroadfood.com;;;;;;0857063002;0857063002003;American Halal;US;Stamford;06905;1177 Summer St;;CT;;0;1;;;;5.5;;;;;GS1 US;US;Boneless Chicken,Nonfat Plain Yogurt (Cultured Nonfat Milk,Pectin),Water,Ginger,Cornstarch,Garlic,Sea Salt,Expeller Pressed Canola Oil,Spices. Masala Sauce: Water,Diced Onions,Tomato Paste (Tomatoes,Citric Acid),Cream,Spices,Garlic,Expeller Pressed Canola Oil,Sea Salt,Cane Sugar. Basmati Rice: Water,Basmati Rice,Expeller Pressed Canola Oil,Garlic,Ginger. Whole Grain Wrap: Whole Wheat Flour,Water,Expeller Pressed Canola Oil,Sea Salt;156.0;0.0;1.0;310.0;70.0;8.0;12.0;1.5;8.0;0.0;40.0;13.0;440.0;18.0;5.0;0.0;37.0;12.0;6.0;24.0;2.0;21.0;0;0.0;2.0;15.0
0857063002256;Keema with Chicken;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002256.jpg;MEJZBY;Saffron Road;http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg;http://www.saffronroadfood.com;;;;;;0857063002;0857063002003;American Halal;US;Stamford;06905;1177 Summer St;;CT;;0;1;;;;5.5;;;;;GS1 US;US;Keema Filling: Boneless Chicken,Basmati Rice (Water,Basmati Rice,Expeller Pressed Canola Oil,Garlic,Ginger),Green Peas,Tomato Puree (Tomato Concentrate [Water,Tomato Paste],Citric Acid),Diced Onions,Diced Tomatoes,Diced Red Bell Pepper,Cream,Spices,Expeller Pressed Canola Oil,Ginger,Unsalted Butter,Sea Salt. Whole Grain Wrap: Whole Wheat Flour,Water,Expeller Pressed Canola Oil,Sea Salt.;156.0;0.0;1.0;300.0;70.0;8.0;12.0;1.5;9.0;0.0;20.0;7.0;460.0;19.0;120.0;3.0;42.0;14.0;7.0;30.0;3.0;15.0;8;15.0;2.0;20.0
0857063002300;Crispy Samosas With Vegetables;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002300.jpg;MEJZBY;Saffron Road;http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg;http://www.saffronroadfood.com;;;;;;0857063002;0857063002003;American Halal;US;Stamford;06905;1177 Summer St;;CT;;0;1;;;;8.25;;;;;GS1 US;US;Phyllo Dough (Enriched Unbleached Unbromated Wheat Flour [Wheat Flour Enriched (Niacin,Iron,Thiamine Mononitrate,Riboflavin,Folic Acid),Malted Barley Flour],Filtered Water,Organic Wheat Starch,Organic Tapioca Starch,Malted Barley Flour,Natural Flavor,Organic Expeller Pressed Soy Oil,Salt,Non-GMO Soy Lecithin),Potatoes,Organic Expeller Pressed Soy Oil,Carrots,Spinach,Lentil Beans,Onions,Garlic,Fennel,Sea Salt,Coriander,Black Pepper. CONTAINS: SOY AND WHEAT INGREDIENTS.;78.0;0.0;3.0;180.0;70.0;8.0;12.0;0.5;3.0;0.0;0.0;0.0;240.0;10.0;0.0;0.0;25.0;8.0;2.0;8.0;2.0;4.0;25;4.0;4.0;15.0
0857063002317;Crispy Samosas With Saag Paneer;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002317.jpg;MEJZBY;Saffron Road;http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg;http://www.saffronroadfood.com;;;;;;0857063002;0857063002003;American Halal;US;Stamford;06905;1177 Summer St;;CT;;0;1;;;;8.25;;;;;GS1 US;US;Phyllo Dough (Enriched Unbleached Unbromated Wheat Flour [Wheat Flour Enriched (Niacin,Iron,Thiamine Mononitrate,Riboflavin,Folic Acid),Malted Barley Flour],Filtered Water,Organic Wheat Starch,Organic Tapioca Starch,Malted Barley Flour,Natural Flavor,Organic Expeller Pressed Soy Oil,Salt,Non-GMO Soy Lecithin),Spinach,rBST-Free Paneer Cheese* (Milk,Vinegar,Salt),Onions,Organic Expeller Pressed Soy Oil,Tomatoes,Clarified Sweet Butter (Cream & Natural Flavoring),Garlic,Ginger,Sea Salt,Cumin,Paprika,Coriander,Red Chili Pepper,Cinnamon,Clove. CONTAINS: MILK,SOY AND WHEAT INGREDIENTS.;78.0;0.0;3.0;160.0;60.0;7.0;10.0;1.5;7.0;0.0;5.0;1.0;250.0;10.0;0.0;0.0;21.0;7.0;2.0;7.0;3.0;4.0;60;2.0;6.0;8.0
0857063002621;Moroccan Tagine;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002621.jpg;MEJZBY;Saffron Road;http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg;http://www.saffronroadfood.com;;;;;;0857063002;0857063002003;American Halal;US;Stamford;06905;1177 Summer St;;CT;;0;1;;;;7.0;;;;;GS1 US;US;Water,Date Paste (Dates,Water),Sugar,White Honey,Tomato Paste,Canola Oil,Salt,Modified Corn Starch,Spices,Tamarind Puree,Lemon Juice Concentrate,Dehydrated Garlic,Paprika,Soy Lecithin,Natural Flavors,Turmeric,Xanthan Gum,Sunflower Oil,Natural Smoke Flavor. CONTAINS: SOY.;30.0;0.0;7.0;50.0;15.0;1.5;3.0;0.0;0.0;0.0;4.9;0.0;200.0;10.0;0.0;0.0;8.0;3.0;0.0;2.0;6.0;0.0;3;3.0;0.0;2.0
0012000012075;Flavored Water - Wild Berry;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-001/0012000012075.jpg;48MHLZ;Aquafina;http://product.okfn.org.s3.amazonaws.com/images/brand/48MHLZ.jpg;http://www.aquafina.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;0012000;0012000000003;Pepsi-Cola North America Inc.;US;Purchase;10577;700 Anderson Hill Road;;NY;;0;6;;;;;;16.9;;;GS1 US;US;FILTERED WATER,NATURAL FLAVOR,CITRIC ACID,SODIUM HEXAMETAPHOSPHATE (TO PROTECT FLAVOR),PHOSPHORIC ACID,SODIUM BENZOATE (PRESERVES FRESHNESS),SODIUM CITRATE,SUCRALOSE,CALCIUM DISODIUM EDTA (TO PROTECT FLAVOR);0.0;240.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;140.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
0012000031090;Flavored Water - Strawberry Kiwi;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-001/0012000031090.jpg;48MHLZ;Aquafina;http://product.okfn.org.s3.amazonaws.com/images/brand/48MHLZ.jpg;http://www.aquafina.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;0012000;0012000000003;Pepsi-Cola North America Inc.;US;Purchase;10577;700 Anderson Hill Road;;NY;;0;1;;;;20.0;;;;;GS1 US;US;FILTERED WATER,CITRIC ACID,NATURAL FLAVOR,SODIUM HEXAMETAPHOSPHATE (TO PROTECT FLAVOR),PHOSPHORIC ACID,POTASSIUM CITRATE,POTASSIUM SORBATE (PRESERVES FRESHNESS),SUCRALOSE,ACESULFAME POTASSIUM,CALCIUM DISODIUM EDTA (TO PROTECT FLAVOR);0.0;240.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;160.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
0033383000053;Red Delicious WAXF 2 1/4\ 3lb;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383000053.jpg;8RB56Z;Washington Fruit & Produce Co.;http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg;http://www.washfruit.com;;;;;;0033383;0033383000008;Produce Marketing Association Inc.;US;Newark;19714-6036;P.O. Box 6036;;DE;;0;1;;;1360.0;233.0;;;;;GS1 US;US;Apple;242.0;0.0;1.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;260.0;7.0;34.0;11.0;5.0;20.0;25.0;1.0;2;8.0;2.0;4.0
0033383007434;Gala WAXF 2 1/2\ 5lb;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383007434.jpg;8RB56Z;Washington Fruit & Produce Co.;http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg;http://www.washfruit.com;;;;;;0033383;0033383000008;Produce Marketing Association Inc.;US;Newark;19714-6036;P.O. Box 6036;;DE;;0;1;;;2268.0;389.0;;;;;GS1 US;US;Apple;242.0;0.0;1.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;260.0;7.0;34.0;11.0;5.0;20.0;25.0;1.0;2;8.0;2.0;4.0
0033383300511;Bosc US#1 2 1/8 3lb;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383300511.jpg;8RB56Z;Washington Fruit & Produce Co.;http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg;http://www.washfruit.com;;;;;;0033383;0033383000008;Produce Marketing Association Inc.;US;Newark;19714-6036;P.O. Box 6036;;DE;;0;1;;;1360.0;233.0;;;;;GS1 US;US;Pear;166.0;0.0;1.0;100.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;8.0;4.0;16.0;17.0;1.0;0;10.0;2.0;0.0
0033383300528;Bartlett US#1 2 1/8 3lb;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383300528.jpg;8RB56Z;Washington Fruit & Produce Co.;http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg;http://www.washfruit.com;;;;;;0033383;0033383000008;Produce Marketing Association Inc.;US;Newark;19714-6036;P.O. Box 6036;;DE;;0;1;;;1360.0;233.0;;;;;GS1 US;US;Pear;166.0;0.0;1.0;100.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;8.0;4.0;16.0;17.0;1.0;0;10.0;2.0;0.0
0033383310633;Dark Sweet 1 Lb;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383310633.jpg;8RB56Z;Washington Fruit & Produce Co.;http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg;http://www.washfruit.com;;;;;;0033383;0033383000008;Produce Marketing Association Inc.;US;Newark;19714-6036;P.O. Box 6036;;DE;;0;1;;;454.0;78.0;;;;;GS1 US;US;Cherry;140.0;0.0;1.0;90.0;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;300.0;9.0;22.0;7.0;3.0;12.0;19.0;2.0;2;15.0;2.0;2.0
0033383310701;Rainier 2 Lb;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383310701.jpg;8RB56Z;Washington Fruit & Produce Co.;http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg;http://www.washfruit.com;;;;;;0033383;0033383000008;Produce Marketing Association Inc.;US;Newark;19714-6036;P.O. Box 6036;;DE;;0;1;;;907.0;155.0;;;;;GS1 US;US;Cherry;140.0;0.0;1.0;90.0;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;300.0;9.0;22.0;7.0;3.0;12.0;19.0;2.0;2;15.0;2.0;2.0
0039400016335;Vegetarian Baked Beans;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400016335.jpg;D13UVY;Bush's best;http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg;http://www.bushbeans.com;;;;;;0039400;0039400000006;Bush Brothers and Company;US;Knoxville;37950;P.O. Box 52330;;TN;;0;1;;;;16.0;;;;;GS1 US;US;;13.0;0.0;1.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;550.0;23.0;0.0;0.0;29.0;10.0;5.0;20.0;12.0;6.0;0;0.0;4.0;10.0
0039400016908;Chili Beans;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400016908.jpg;D13UVY;Bush's best;http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg;http://www.bushbeans.com;;;;;;0039400;0039400000006;Bush Brothers and Company;US;Knoxville;37950;P.O. Box 52330;;TN;;0;1;;;;16.0;;;;;GS1 US;US;;130.0;0.0;1.0;110.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;530.0;22.0;400.0;11.0;20.0;7.0;6.0;24.0;2.0;6.0;0;0.0;4.0;8.0
0039400018100;Pinto Beans;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400018100.jpg;D13UVY;Bush's best;http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg;http://www.bushbeans.com;;;;;;0039400;0039400000006;Bush Brothers and Company;US;Knoxville;37950;P.O. Box 52330;;TN;;0;1;;;;16.0;;;;;GS1 US;US;;130.0;0.0;1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;450.0;19.0;310.0;9.0;18.0;6.0;7.0;28.0;0.0;6.0;0;0.0;4.0;8.0
0039400018216;Pinto Beans With Bacon;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400018216.jpg;D13UVY;Bush's best;http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg;http://www.bushbeans.com;;;;;;0039400;0039400000006;Bush Brothers and Company;US;Knoxville;37950;P.O. Box 52330;;TN;;0;1;;;;15.5;;;;;GS1 US;US;;130.0;0.0;1.0;80.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;440.0;18.0;260.0;7.0;19.0;6.0;7.0;28.0;0.0;6.0;0;0.0;4.0;8.0
0039400018285;Pinto Beans Seasoned Recipe;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400018285.jpg;D13UVY;Bush's best;http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg;http://www.bushbeans.com;;;;;;0039400;0039400000006;Bush Brothers and Company;US;Knoxville;37950;P.O. Box 52330;;TN;;0;1;;;;16.0;;;;;GS1 US;US;;130.0;0.0;1.0;100.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;480.0;20.0;180.0;5.0;17.0;6.0;5.0;20.0;1.0;6.0;0;0.0;4.0;8.0
0039400018834;Black Beans Reduced Sodium;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400018834.jpg;D13UVY;Bush's best;http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg;http://www.bushbeans.com;;;;;;0039400;0039400000006;Bush Brothers and Company;US;Knoxville;37950;P.O. Box 52330;;TN;;0;1;;;;15.0;;;;;GS1 US;US;;130.0;0.0;1.0;105.0;5.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;240.0;10.0;480.0;14.0;23.0;8.0;6.0;25.0;1.0;7.0;0;0.0;6.0;15.0
0039400019145;Southern Pit Barbecue;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400019145.jpg;D13UVY;Bush's best;http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg;http://www.bushbeans.com;;;;;;0039400;0039400000006;Bush Brothers and Company;US;Knoxville;37950;P.O. Box 52330;;TN;;0;1;;;624.0;22.0;;;;;GS1 US;US;;130.0;0.0;1.0;170.0;5.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;550.0;23.0;0.0;0.0;35.0;12.0;6.0;24.0;16.0;6.0;0;0.0;6.0;4.0
0073410001387;7 Grain;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410001387.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;680.0;24.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,SUGAR,MOLASSES,YEAST,WHEAT,CELLULOSE FIBER,WHEAT GLUTEN,RYE,SOYBEAN OIL,GROUND CORN,SALT,BROWN RICE,OATS,CALCIUM PROPIONATE (PRESERVATIVE),MONOGLYCERIDES,DATEM,GRAIN VINEGAR,TRITICALE,CALCIUM SULFATE,BARLEY,FLAXSEED,MILLET,CITRIC ACID,SOY LECITHIN,CALCIUM CARBONATE,NUTS [WALNUTS AND/OR HAZELNUTS (FILBERTS) AND/OR ALMONDS],WHEY,SOY FLOUR,NONFAT MILK;43.0;0.0;16.0;110.0;15.0;1.5;2.0;0.0;0.0;0.0;0.0;0.0;150.0;6.0;0.0;0.0;21.0;7.0;3.0;12.0;3.0;4.0;0;0.0;4.0;8.0
0073410003435;Sourdough;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410003435.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;680.0;24.0;;;;;GS1 US;US;UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,YEAST,DEHYDRATED SOURDOUGH,SOYBEAN OIL,SALT,SUGAR,WHEAT GLUTEN,MONOGLYCERIDES,GRAIN VINEGAR,CALCIUM PROPIONATE (PRESERVATIVE),CALCIUM SULFATE,SOY LECITHIN,CITRIC ACID,DATEM AND/OR SODIUM STEAROYL LACTYLATE,WHEY,SOY FLOUR,NONFAT MILK.;43.0;0.0;16.0;1.5;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;6.0;0.0;0.0;21.0;7.0;1.0;4.0;0.99;3.0;0;0.0;4.0;8.0
0073410012604;Bakery Light 100% Whole Wheat;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410012604.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;454.0;16.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,WATER,CELLULOSE FIBER,WHEAT GLUTEN,YEAST,SUGAR,SALT,WHEAT BRAN,MOLASSES,MONO- AND DIGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),DATEM,GRAIN VINEGAR,NATURAL & ARTIFICIAL FLAVOR,CALCIUM SULFATE,MONOCALCIUM PHOSPHATE,ETHOXYLATED MONO- AND DIGLYCERIDES,SOY LECITHIN,SUCRALOSE,AZODICARBONAMIDE,SOY FLOUR.;42.0;0.0;12.0;80.0;5.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;170.0;7.0;0.0;0.0;18.0;6.0;5.0;20.0;2.0;5.0;0;0.0;4.0;4.0
0073410013502;100% Whole Wheat;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013502.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;680.0;24.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,WHEAT GLUTEN,WHEAT FIBER,YEAST,INULIN (CHICKORY ROOT FIBER),CELLULOSE FIBER,SUGAR,SUNFLOWER SEEDS,WHEAT,POLYDEXTROSE,RYE,MOLASSES,SALT,WHEAT PROTEIN ISOLATE,GROUND CORN,CULTURED DEXTROSE AND MALTODEXTRIN,RAISIN JUICE CONCENTRATE,BUCKWHEAT,DATEM,MONOGLYCERIDES,BROWN RICE,OATS,TRITICALE,CITRIC ACID,BARLEY,FLAXSEED,MILLET,STEVIA EXTRACT (A NATURAL SWEETENER),CALCIUM SULFATE,GRAIN VINEGAR,ETHOXYLATED MONO- AND DIGLYCERIDES,SOY LECITHIN,CALCIUM CARBONATE,NUTS (WALNUTS AND/OR HAZELNUTS AND/OR ALMONDS),RICE PROTEIN,WHEY,SOY FLOUR,NONFAT MILK.;43.0;0.0;16.0;120.0;15.0;1.5;2.0;0.0;0.0;0.0;0.0;0.0;150.0;6.0;0.0;0.0;21.0;7.0;2.0;8.0;4.0;4.0;0;0.0;6.0;6.0
0073410013519;Honey Whole Wheat;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013519.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;680.0;24.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,WATER,HONEY,SUGAR,WHEAT GLUTEN,YEAST,WHEAT BRAN,SOYBEAN OIL,SALT,MONOGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),DATEM,CALCIUM SULFATE,GRAIN VINEGAR,CITRIC ACID,SOY LECITHIN,CALCIUM CARBONATE,WHEY,NONFAT MILK;43.0;0.0;16.0;100.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;150.0;6.0;0.0;0.0;20.0;7.0;3.0;12.0;4.0;5.0;0;0.0;4.0;6.0
0073410013748;Double Protein;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013748.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;680.0;24.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,WATER,SUGAR,WHEAT GLUTEN,WHEAT PROTEIN ISOLATE,OATS,YEAST,CRACKED WHEAT,INULIN (CHICKORY ROOT FIBER),SOYBEAN OIL,SUNFLOWER SEEDS,RICE PROTEIN,SALT,BARLEY FLAKES,TRITICALE,WHEAT FLAKES,RAISIN JUICE CONCENTRATE,GRAIN VINEGAR,RYE,AMARANTH,FLAXSEED,MONOGLYCERIDES,WHEAT GERM,CORNMEAL,CALCIUM PROPIONATE (PRESERVATIVE),DATEM,CALCIUM SULFATE,CITRIC ACID,SOY LECITHIN,CALCIUM CARBONATE,WHEY,NONFAT MILK;43.0;0.0;16.0;110.0;15.0;1.5;2.0;0.0;0.0;0.0;0.0;0.0;150.0;6.0;0.0;0.0;18.0;6.0;3.0;12.0;2.0;7.0;0;0.0;4.0;6.0
0073410032008;Seedless;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410032008.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;454.0;16.0;;;;;GS1 US;US;UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,RYE FLOUR,SUGAR,SOYBEAN OIL,SALT,GROUND CARAWAY,WHEAT GLUTEN,YEAST,PRESERVATIVES (CALCIUM PROPIONATE,SODIUM PROPIONATE),GRAIN VINEGAR,DATEM,MONO- AND DIGLYCERIDES,FUMARIC ACID,LACTIC ACID,CALCIUM LACTATE,ETHOXYLATED MONO- AND DIGLYCERIDES,CITRIC ACID,GLUCONO DELTA LACTONE,POTASSIUM CITRATE,SODIUM DIACETATE,SOY LECITHIN,CALCIUM CARBONATE,POLYSORBATE 60,CALCIUM SULFATE,PHOSPHORIC ACID.;41.0;0.0;11.0;110.0;15.0;1.5;2.0;0.0;0.0;0.0;0.0;0.0;290.0;12.0;0.0;0.0;20.0;7.0;0.99;3.0;2.0;3.0;0;0.0;4.0;6.0
0073410032053;Seeded;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410032053.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;454.0;16.0;;;;;GS1 US;US;UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,RYE FLOUR,SUGAR,SOYBEAN OIL,SALT,WHEAT GLUTEN,CARAWAY SEEDS,YEAST,PRESERVATIVES (CALCIUM PROPIONATE,SODIUM PROPIONATE),GRAIN VINEGAR,GROUND CARAWAY,DATEM,MONO- AND DIGLYCERIDES,FUMARIC ACID,LACTIC ACID,CALCIUM LACTATE,ETHOXYLATED MONO- AND DIGLYCERIDES,CITRIC ACID,GLUCONO DELTA LACTONE,POTASSIUM CITRATE,SODIUM DIACETATE,SOY LECITHIN,CALCIUM CARBONATE,POLYSORBATE 60,CALCIUM SULFATE,PHOSPHORIC ACID.;30.0;0.0;15.0;80.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;220.0;9.0;14.0;5.0;14.0;5.0;0.99;3.0;1.0;3.0;0;0.0;4.0;4.0
